,date,decideCnt,deathCnt,careCnt,clearCnt,examCnt,resutlNegCnt,accDecideCnt,accDeathCnt,accClearCnt,accExamCnt,accExamCompCnt,accDefRate
340,2020-12-26,1131,20,16582,486,157012,3756508,55889,793,38514,3969409,3812397,1.465980589
341,2020-12-27,970,15,17031,506,166976,3782571,56859,808,39020,4006406,3839430,1.48092295
342,2020-12-28,806,11,17597,229,169878,3810757,57665,819,39249,4038300,3868422,1.490659499
343,2020-12-29,1044,40,17165,1436,170962,3868502,58709,859,40685,4098173,3927211,1.494928589
344,2020-12-30,1050,20,17469,726,171771,3927986,59759,879,41411,4159516,3987745,1.498566232
345,2020-12-31,967,21,17594,821,170338,3982810,60726,900,42232,4213874,4043536,1.501804361
346,2021-01-01,1027,17,17907,697,176927,4030632,61753,917,42929,4269312,4092385,1.508973374
347,2021-01-02,820,25,18085,617,179387,4060832,62573,942,43546,4302792,4123405,1.517507982
348,2021-01-03,657,20,17791,931,186472,4091130,63230,962,44477,4340832,4154360,1.522015425
349,2021-01-04,1020,19,18061,731,190732,4121620,64250,981,45208,4376602,4185870,1.534925834
350,2021-01-05,714,26,17820,929,193751,4180639,64964,1007,46137,4439354,4245603,1.530147779
351,2021-01-06,838,20,17810,828,192082,4246976,65802,1027,46965,4504860,4312778,1.525745123
352,2021-01-07,869,19,18003,657,191762,4311369,66671,1046,47622,4569802,4378040,1.522850408
353,2021-01-08,674,35,17935,707,190452,4372201,67345,1081,48329,4629998,4439546,1.516934389
354,2021-01-09,641,19,17603,954,185923,4435701,67986,1100,49283,4689610,4503687,1.509563165
355,2021-01-10,657,25,17131,1104,191454,4463360,68643,1125,50387,4723457,4532003,1.5146283
356,2021-01-11,451,15,15431,2136,189763,4492822,69094,1140,52523,4751679,4561916,1.514582908
357,2021-01-12,537,25,14929,1014,186770,4557678,69631,1165,53537,4814079,4627309,1.504783882
358,2021-01-13,561,20,14400,1070,182914,4619200,70192,1185,54607,4872306,4689392,1.496825175
359,2021-01-14,524,10,13849,1065,169742,4684895,70716,1195,55672,4925353,4755611,1.487001355
360,2021-01-15,512,22,13518,821,162323,4744517,71228,1217,56493,4978068,4815745,1.479065025
361,2021-01-16,580,19,13060,1019,155639,4804817,71808,1236,57512,5032264,4876625,1.472493784
362,2021-01-17,520,13,12874,693,159385,4829571,72328,1249,58205,5061284,4901899,1.475509797
363,2021-01-18,389,15,12776,472,158035,4856462,72717,1264,58677,5087214,4929179,1.475235531
364,2021-01-19,386,19,12386,757,154345,4912872,73103,1283,59434,5140320,4985975,1.466172614
365,2021-01-20,404,17,12063,710,148141,4970476,73507,1300,60144,5192124,5043983,1.457320534
366,2021-01-21,400,16,11775,672,141070,5022625,73907,1316,60816,5237602,5096532,1.45014296
367,2021-01-22,346,12,11541,568,133132,5074835,74253,1328,61384,5282220,5149088,1.442061196
368,2021-01-23,431,9,11331,632,136629,5118391,74684,1337,62016,5329704,5193075,1.438145992
369,2021-01-24,392,12,11224,487,135765,5143505,75076,1349,62503,5354346,5218581,1.438628623
370,2021-01-25,437,11,11223,427,134549,5166021,75513,1360,62930,5376083,5241534,1.440666034
371,2021-01-26,349,11,9723,1838,138624,5208274,75862,1371,64768,5422760,5284136,1.435655706
372,2021-01-27,559,7,9587,688,138427,5254396,76421,1378,65456,5469244,5330817,1.433570126
373,2021-01-28,497,8,9536,540,139424,5305844,76918,1386,65996,5522186,5382762,1.428968994
374,2021-01-29,469,13,9508,484,142753,5349121,77387,1399,66480,5569261,5426508,1.426092065
375,2021-01-30,456,15,9332,617,145795,5392889,77843,1414,67097,5616527,5470732,1.422899166
376,2021-01-31,354,6,8940,740,149550,5413070,78197,1420,67837,5640817,5491267,1.424024729
377,2021-02-01,305,5,8790,450,149456,5433883,78502,1425,68287,5661841,5512385,1.424102272
378,2021-02-02,336,10,8647,469,154265,5478309,78838,1435,68756,5711412,5557147,1.418677606
379,2021-02-03,467,6,8584,524,138849,5538559,79305,1441,69280,5756713,5617864,1.411657527
380,2021-02-04,451,7,8621,407,120538,5602800,79756,1448,69687,5803094,5682556,1.403523344
381,2021-02-05,370,11,8579,401,107457,5659594,80126,1459,70088,5847177,5739720,1.395991442
382,2021-02-06,390,5,8562,402,97677,5715159,80516,1464,70490,5893352,5795675,1.389242841
383,2021-02-07,371,7,8576,350,90751,5745336,80887,1471,70840,5916974,5826223,1.388326537
384,2021-02-08,288,3,8497,364,84843,5772177,81175,1474,71204,5938195,5853352,1.386812206
385,2021-02-09,303,8,8335,457,82630,5823296,81478,1482,71661,5987404,5904774,1.379866528
386,2021-02-10,444,4,8226,549,80076,5868024,81922,1486,72210,6030022,5949946,1.376852832
387,2021-02-11,504,10,8303,417,81614,5905967,82426,1496,72627,6070007,5988393,1.376429369
388,2021-02-12,403,11,8395,300,80861,5929678,82829,1507,72927,6093368,6012507,1.377611702
389,2021-02-13,362,7,8458,292,70251,5961894,83191,1514,73219,6115336,6045085,1.376175852
390,2021-02-14,326,8,8444,332,78200,5978368,83517,1522,73551,6140085,6061885,1.377739762
391,2021-02-15,343,5,8547,235,80146,5998853,83860,1527,73786,6162859,6082713,1.378661134
392,2021-02-16,457,7,8242,755,76897,6052275,84317,1534,74541,6213489,6136592,1.374003682
393,2021-02-17,621,4,8050,809,72410,6103218,84938,1538,75350,6260566,6188156,1.372589831
394,2021-02-18,621,6,8128,537,70720,6146934,85559,1544,75887,6303213,6232493,1.372789348
395,2021-02-19,561,6,8067,616,71116,6188755,86120,1550,76503,6345991,6274875,1.372457619
396,2021-02-20,448,3,7944,568,76137,6227925,86568,1553,77071,6390630,6314493,1.37094142
397,2021-02-21,416,4,7925,431,73356,6250999,86984,1557,77502,6411339,6337983,1.372424003
398,2021-02-22,332,5,7882,370,72461,6269366,87316,1562,77872,6429143,6356682,1.373609691
399,2021-02-23,356,11,7720,507,74065,6310941,87672,1573,78379,6472678,6398613,1.370171942
400,2021-02-24,440,3,7501,656,74988,6347887,88112,1576,79035,6510987,6435999,1.369049312
401,2021-02-25,395,5,7453,438,68672,6394034,88507,1581,79473,6551213,6482541,1.365313386
402,2021-02-26,387,4,7444,392,68942,6432229,88894,1585,79865,6590065,6521123,1.363170117
403,2021-02-27,415,10,7396,453,68989,6468916,89309,1595,80318,6627214,6558225,1.361786154
404,2021-02-28,355,8,7378,365,72889,6486452,89664,1603,80683,6649005,6576116,1.363479598
405,2021-03-01,355,2,7358,373,73745,6501990,90019,1605,81056,6665754,6592009,1.365577626
406,2021-03-02,344,1,7433,268,73432,6518180,90363,1606,81324,6681975,6608543,1.367366453
407,2021-03-03,444,6,7508,363,65867,6559528,90807,1612,81687,6716202,6650335,1.365450011
408,2021-03-04,424,7,7464,461,60089,6600579,91231,1619,82148,6751899,6691810,1.363323226
409,2021-03-05,398,8,7457,397,63707,6633674,91629,1627,82545,6789010,6725303,1.362451625
410,2021-03-06,418,5,7514,356,65171,6664724,92047,1632,82901,6821942,6756771,1.362292728
411,2021-03-07,416,2,7622,306,66396,6684266,92463,1634,83207,6843125,6776729,1.364419324
412,2021-03-08,346,8,7705,255,67394,6701605,92809,1642,83462,6861808,6794414,1.365960332
413,2021-03-09,446,3,7721,427,70501,6739227,93255,1645,83889,6902983,6832482,1.364877361
414,2021-03-10,470,3,7776,412,70278,6774880,93725,1648,84301,6938883,6868605,1.364541999
415,2021-03-11,465,4,7873,364,68248,6814546,94190,1652,84665,6976984,6908736,1.363346349
416,2021-03-12,488,10,7284,1067,68738,6849247,94678,1662,85732,7012663,6943925,1.363465187
417,2021-03-13,490,5,6888,881,67874,6883739,95168,1667,86613,7046781,6978907,1.36365193
418,2021-03-14,459,2,6565,780,69843,6900930,95627,1669,87393,7066400,6996557,1.366772257
419,2021-03-15,379,6,6591,347,71590,6917343,96006,1675,87740,7084939,7013349,1.368903786
420,2021-03-16,363,3,6451,500,78044,6951663,96369,1678,88240,7126076,7048032,1.367317856
421,2021-03-17,469,8,6353,559,83462,6991209,96838,1686,88799,7171509,7088047,1.366215546
422,2021-03-18,445,2,6431,365,89722,7031081,97283,1688,89164,7218086,7128364,1.364731094
423,2021-03-19,463,2,6548,344,88341,7078853,97746,1690,89508,7264940,7176599,1.362010055
424,2021-03-20,447,3,6565,427,93018,7117738,98193,1693,89935,7308949,7215931,1.36078075
425,2021-03-21,456,3,6639,379,98308,7135756,98649,1696,90314,7332713,7234405,1.363609032
426,2021-03-22,415,1,6770,283,103132,7153767,99064,1697,90597,7355963,7252831,1.365866653
427,2021-03-23,346,7,6642,467,100172,7201407,99410,1704,91064,7400989,7300817,1.361628431
428,2021-03-24,428,3,6586,481,94326,7247045,99838,1707,91545,7441209,7346883,1.358916428
429,2021-03-25,430,2,6506,508,86983,7298607,100268,1709,92053,7485858,7398875,1.355178997
430,2021-03-26,489,7,6429,559,77409,7351235,100757,1716,92612,7529401,7451992,1.35208143
431,2021-03-27,505,5,6077,852,75174,7396130,101262,1721,93464,7572566,7497392,1.350629659
432,2021-03-28,482,1,6179,379,78605,7415245,101744,1722,93843,7595594,7516989,1.353520672
433,2021-03-29,382,4,6290,267,78938,7435264,102126,1726,94110,7616328,7537390,1.354925246
434,2021-03-30,447,3,6294,440,78424,7483000,102573,1729,94550,7663997,7585573,1.352211626
435,2021-03-31,506,2,6331,467,71302,7533417,103079,1731,95017,7707798,7636496,1.349820651
436,2021-04-01,551,4,6469,409,65659,7578012,103630,1735,95426,7747301,7681642,1.349060526
437,2021-04-02,557,2,6603,421,70752,7613354,104187,1737,95847,7788293,7717541,1.350002546
438,2021-04-03,543,3,6805,338,75288,7649581,104730,1740,96185,7829599,7754311,1.350603555
439,2021-04-04,543,4,6951,393,79799,7664402,105273,1744,96578,7849474,7769675,1.354921538
440,2021-04-05,473,4,7108,312,80497,7682575,105746,1748,96890,7868818,7788321,1.35775092
441,2021-04-06,477,4,7119,462,79155,7735910,106223,1752,97352,7921288,7842133,1.354516686
442,2021-04-07,668,4,7215,568,74642,7784632,106891,1756,97920,7966165,7891523,1.354504067
443,2021-04-08,700,2,7482,431,77994,7826834,107591,1758,98351,8012419,7934425,1.356002483
444,2021-04-09,671,6,7720,427,81912,7868937,108262,1764,98778,8059111,7977199,1.357143027
445,2021-04-10,677,1,7883,513,90014,7907675,108939,1765,99291,8106628,8016614,1.358915373
446,2021-04-11,614,3,7683,811,91909,7928068,109553,1768,100102,8129530,8037621,1.363002809
447,2021-04-12,587,2,7580,688,95248,7947393,110140,1770,100790,8152781,8057533,1.366919627
448,2021-04-13,542,5,7589,528,85584,8004251,110682,1775,101318,8200517,8114933,1.36392993
449,2021-04-14,731,7,7661,652,74627,8059346,111413,1782,101970,8245386,8170759,1.363557535
450,2021-04-15,698,6,7822,531,70221,8108792,112111,1788,102501,8291124,8220903,1.363730967
451,2021-04-16,673,2,7945,548,70883,8149664,112784,1790,103049,8333331,8262448,1.365019181
452,2021-04-17,658,4,8063,536,71039,8193297,113442,1794,103585,8377778,8306739,1.365662265
453,2021-04-18,671,3,8318,413,72191,8209761,114113,1797,103998,8396065,8323874,1.37091215
454,2021-04-19,532,4,8378,468,70763,8229412,114645,1801,104466,8414820,8344057,1.373971918
455,2021-04-20,549,1,8175,751,66590,8276807,115194,1802,105217,8458591,8392001,1.372664279
456,2021-04-21,731,4,8252,650,67211,8314457,115925,1806,105867,8497593,8430382,1.375085969
457,2021-04-22,735,2,8403,582,67139,8353705,116660,1808,106449,8537504,8470365,1.377272408
458,2021-04-23,797,3,8585,612,39939,8426133,117457,1811,107061,8583529,8543590,1.374796777
459,2021-04-24,785,1,8659,710,78269,8436411,118242,1812,107771,8632922,8554653,1.382195163
460,2021-04-25,644,1,8608,694,77560,8458344,118886,1813,108465,8654790,8577230,1.386065198
461,2021-04-26,499,4,8727,376,78084,8475508,119385,1817,108841,8672977,8594893,1.389022528
462,2021-04-27,512,3,8391,845,76508,8525203,119897,1820,109686,8721608,8645100,1.386878116
463,2021-04-28,769,1,8606,553,77166,8568664,120666,1821,110239,8766496,8689330,1.388668632
464,2021-04-29,679,4,8742,539,80392,8604041,121345,1825,110778,8805778,8725386,1.390712113
465,2021-04-30,661,3,8766,634,82511,8643774,122006,1828,111412,8848291,8765780,1.391844194
466,2021-05-01,627,3,8474,916,85212,8675542,122633,1831,112328,8883387,8798175,1.393845883
467,2021-05-02,606,2,8551,527,86607,8688387,123239,1833,112855,8898233,8811626,1.398595447
468,2021-05-03,488,1,8548,490,89022,8702576,123727,1834,113345,8915325,8826303,1.401798692
469,2021-05-04,541,6,8313,770,78096,8754790,124268,1840,114115,8957154,8879058,1.399562882
470,2021-05-05,676,7,8166,816,78995,8790129,124944,1847,114931,8994068,8915073,1.401491609
471,2021-05-06,574,4,8190,546,77055,8808418,125518,1851,115477,9010991,8933936,1.404957457
472,2021-05-07,525,9,8175,531,78896,8846414,126043,1860,116008,9051353,8972457,1.404776863
473,2021-05-08,701,5,8011,860,78259,8884162,126744,1865,116868,9089165,9010906,1.406562226
474,2021-05-09,564,9,8023,543,81280,8897182,127308,1874,117411,9105770,9024490,1.410694676
475,2021-05-10,463,1,8064,421,83398,8910889,127771,1875,117832,9122058,9038660,1.413605557
476,2021-05-11,510,4,7696,874,84628,8951374,128281,1879,118706,9164283,9079655,1.412840025
477,2021-05-12,634,5,7671,654,84279,8988344,128915,1884,119360,9201538,9117259,1.413966632
478,2021-05-13,715,7,7847,532,87517,9024005,129630,1891,119892,9241152,9153635,1.416158717
479,2021-05-14,747,2,8100,492,95208,9055705,130377,1893,120384,9281290,9186082,1.419288441
480,2021-05-15,681,3,7892,886,99216,9088819,131058,1896,121270,9319093,9219877,1.421472325
481,2021-05-16,610,4,8025,473,101663,9103282,131668,1900,121743,9336613,9234950,1.425757584
482,2021-05-17,619,3,8233,408,101804,9119208,132287,1903,122151,9353299,9251495,1.429898627
483,2021-05-18,528,1,8296,464,103413,9158775,132815,1904,122615,9395003,9291590,1.429410897
484,2021-05-19,654,8,8333,609,104494,9190680,133469,1912,123224,9428643,9324149,1.431433582
485,2021-05-20,646,4,8550,425,108873,9204369,134115,1916,123649,9447357,9338484,1.436153877
486,2021-05-21,561,6,8604,501,114144,9238287,134676,1922,124150,9487107,9372963,1.4368562
487,2021-05-22,666,4,8392,874,117558,9268065,135342,1926,125024,9520965,9403407,1.439286846
488,2021-05-23,585,5,8165,807,122235,9278136,135927,1931,125831,9536298,9414063,1.443871791
489,2021-05-24,530,3,8105,587,120704,9296451,136457,1934,126418,9553612,9432908,1.446605861
490,2021-05-25,516,4,8052,565,117098,9338655,136973,1938,126983,9592726,9475628,1.445529521
491,2021-05-26,705,2,8176,579,121069,9370708,137678,1940,127562,9629455,9508386,1.447963934
492,2021-05-27,629,3,8195,607,122659,9404724,138307,1943,128169,9665690,9543031,1.449298446
493,2021-05-28,587,3,8198,581,122872,9440687,138894,1946,128750,9702453,9579581,1.449896399
494,2021-05-29,533,5,7745,981,123790,9470371,139427,1951,129731,9733588,9609798,1.450883775
495,2021-05-30,480,6,7576,643,126493,9481212,139907,1957,130374,9747612,9621119,1.454165571
496,2021-05-31,430,2,7561,443,127953,9492866,140337,1959,130817,9761156,9633203,1.4568051768
497,2021-06-01,459,4,7376,640,127612,9529992,140796,1963,131457,9798400,9670788,1.455889634
498,2021-06-02,677,2,7447,604,128917,9563958,141473,1965,132061,9834348,9705431,1.457668392
499,2021-06-03,681,3,7496,629,129822,9600346,142154,1968,132690,9872322,9742500,1.459112138
500,2021-06-04,695,1,7602,588,133844,9634629,142849,1969,133278,9911322,9777478,1.461000475
501,2021-06-05,744,2,7867,477,137164,9665195,143593,1971,133755,9945952,9808788,1.463921944
502,2021-06-06,556,2,7922,499,136465,9679081,144149,1973,134254,9959695,9823230,1.467429756
503,2021-06-07,485,1,7808,598,136526,9691135,144634,1974,134852,9972295,9835769,1.470490004
504,2021-06-08,454,1,7709,552,139260,9724234,145088,1975,135404,10008582,9869322,1.470090853
505,2021-06-09,602,2,7547,762,131424,9767668,145690,1977,136166,10044782,9913358,1.469633196
506,2021-06-10,610,2,7616,539,130327,9800234,146300,1979,136705,10076861,9946534,1.470864122
507,2021-06-11,556,2,7658,512,133753,9830454,146856,1981,137217,10111063,9977310,1.471899741
508,2021-06-12,565,1,7409,813,122200,9870913,147421,1982,138030,10140534,10018334,1.47151213
509,2021-06-13,452,3,7316,542,124517,9880516,147873,1985,138572,10152906,10028389,1.474543917
510,2021-06-14,399,3,7269,443,123424,9893800,148272,1988,139015,10165496,10042072,1.476508035
511,2021-06-15,373,4,6927,711,123664,9924159,148645,1992,139726,10196468,10072804,1.475706268
512,2021-06-16,545,1,6766,705,118764,9961429,149190,1993,140431,10229383,10110619,1.475577311
513,2021-06-17,540,1,6714,591,121319,9986786,149730,1994,141022,10257835,10136516,1.477134747
514,2021-06-18,507,2,6432,787,125837,10017973,150237,1996,141809,10294047,10168210,1.477516692
515,2021-06-19,482,1,6343,570,128721,10043713,150719,1997,142379,10323153,10194432,1.478444312
516,2021-06-20,429,5,6259,508,131062,10053423,151148,2002,142887,10335633,10204571,1.481179366
517,2021-06-21,357,2,6244,370,128433,10066108,151505,2004,143257,10346046,10217613,1.48278272
518,2021-06-22,394,2,6082,554,127127,10101016,151899,2006,143811,10380042,10252915,1.481520134
519,2021-06-23,645,1,6164,562,129791,10127613,152544,2007,144373,10409948,10280157,1.483868388
520,2021-06-24,610,1,6363,410,120971,10164656,153154,2008,144783,10438781,10317810,1.484365384
521,2021-06-25,634,1,6394,602,122188,10190568,153788,2009,145385,10466544,10344356,1.486685106
522,2021-06-26,668,3,6458,601,114573,10226486,154456,2012,145986,10495515,10380942,1.487880387
523,2021-06-27,614,1,6720,351,116376,10237231,155070,2013,146337,10508677,10392301,1.492162323
524,2021-06-28,501,2,6884,335,114843,10250514,155571,2015,146672,10520928,10406085,1.495000281
525,2021-06-29,595,2,7074,403,116858,10282716,156166,2017,147075,10555740,10438882,1.496003116
526,2021-06-30,794,1,7250,617,114110,10308001,156960,2018,147692,10579071,10464961,1.499862255
527,2021-07-01,761,3,7676,332,124925,10331669,157721,2021,148024,10614315,10489390,1.503624138
528,2021-07-02,825,3,8204,294,130666,10352389,158546,2024,148318,10641601,10510935,1.508391023
529,2021-07-03,794,1,8184,813,133909,10377367,159340,2025,149131,10670616,10536707,1.512237172
530,2021-07-04,743,1,8444,482,136297,10388744,160083,2026,149613,10685124,10548827,1.517543135
531,2021-07-05,711,2,8723,430,134893,10404446,160794,2028,150043,10700133,10565240,1.521915262
532,2021-07-06,746,4,8749,716,141699,10432476,161540,2032,150759,10735715,10594016,1.52482307
533,2021-07-07,1211,1,9218,741,142748,10461001,162751,2033,151500,10766500,10623752,1.531954059
534,2021-07-08,1275,1,10069,423,151158,10487596,164026,2034,151923,10802780,10651622,1.539915705
535,2021-07-09,1316,2,10808,575,160468,10518405,165342,2036,152498,10844215,10683747,1.547603102
536,2021-07-10,1378,2,11529,655,169719,10545199,166720,2038,153153,10881638,10711919,1.556397131
537,2021-07-11,1324,5,12241,607,176062,10558170,168044,2043,153760,10902276,10726214,1.566666486
538,2021-07-12,1100,1,12775,565,174671,10576081,169144,2044,154325,10919896,10745225,1.574131766
539,2021-07-13,1150,2,13183,740,179130,10614873,170294,2046,155065,10964297,10785167,1.578964888
540,2021-07-14,1613,2,13775,1019,181905,10655045,171907,2048,156084,11008857,10826952,1.587769115
541,2021-07-15,1599,2,14770,602,204479,10682469,173506,2050,156686,11060454,10855975,1.598253496
542,2021-07-16,1535,1,15457,847,218192,10715349,175041,2051,157533,11108582,10890390,1.60729781
543,2021-07-17,1449,4,15907,995,227636,10745097,176490,2055,158528,11149223,10921587,1.615973942
544,2021-07-18,1453,2,16683,675,265438,10732596,177943,2057,159203,11175977,10910539,1.630927675
545,2021-07-19,1251,1,17216,717,240689,10782546,179194,2058,159920,11202429,10961740,1.634722225
546,2021-07-20,1278,1,17206,1287,244671,10826839,180472,2059,161207,11251982,11007311,1.639564831
547,2021-07-21,1781,1,17546,1440,252187,10864229,182253,2060,162647,11298669,11046482,1.649873688
548,2021-07-22,1841,3,18251,1133,269496,10890323,184094,2063,163780,11343913,11074417,1.662335814
549,2021-07-23,1629,3,18838,1039,278011,10924565,185723,2066,164819,11388299,11110288,1.671630834
550,2021-07-24,1627,2,19335,1128,274697,10968471,187350,2068,165947,11430518,11155821,1.67939231
551,2021-07-25,1487,5,20725,92,274761,10989742,188837,2073,166039,11453340,11178579,1.689275533
552,2021-07-26,1318,4,20776,1263,281003,11001181,190155,2077,167302,11472339,11191336,1.699126896
553,2021-07-27,1363,2,20273,1864,309414,11027670,191518,2079,169166,11528602,11219188,1.707057587
554,2021-07-28,1895,4,21100,1064,323954,11068240,193413,2083,170230,11585607,11261653,1.717447696
555,2021-07-29,1673,2,21573,1198,342326,11100088,195086,2085,171428,11637500,11295174,1.727162415
556,2021-07-30,1710,4,21860,1419,357215,11128951,196796,2089,172847,11682962,11325747,1.737598412
557,2021-07-31,1538,6,21898,1494,369201,11161280,198334,2095,174341,11728815,11359614,1.745957213
558,2021-08-01,1442,3,22411,926,378600,11173404,199776,2098,175267,11751780,11373180,1.756553576
559,2021-08-02,1218,1,22323,1305,387170,11184435,200994,2099,176572,11772599,11385429,1.765361674
560,2021-08-03,1200,5,22300,1218,368300,11249517,202194,2104,177790,11820011,11451711,1.765622622
561,2021-08-04,1725,2,22425,1598,397889,11262432,203919,2106,179388,11864240,11466351,1.77841233
562,2021-08-05,1775,3,22863,1334,415489,11287247,205694,2109,180722,11908430,11492941,1.789742069
563,2021-08-06,1704,4,22828,1735,427050,11317198,207398,2113,182457,11951646,11524596,1.799611891
564,2021-08-07,1823,3,23435,1213,444937,11341765,209221,2116,183670,11995923,11550986,1.811282604
565,2021-08-08,1727,5,23840,1317,466279,11350210,210948,2121,184987,12027437,11561158,1.8246269102
566,2021-08-09,1491,4,24088,1239,467508,11377877,212439,2125,186226,12057824,11590316,1.8329008458
567,2021-08-10,1537,9,24334,1282,465922,11432181,213976,2134,187508,12112079,11646157,1.8373099383
568,2021-08-11,2221,1,24571,1983,488067,11451928,216197,2135,189491,12156192,11668125,1.8528855321
569,2021-08-12,1987,3,25527,1028,510096,11478755,218184,2138,190519,12207035,11696939,1.8653085221
570,2021-08-13,1989,6,25794,1716,539535,11498251,220173,2144,192235,12257959,11718424,1.8788618674
571,2021-08-14,1928,4,26187,1531,562705,11524467,222101,2148,193766,12309273,11746568,1.8907735433
572,2021-08-15,1816,8,26670,1325,585131,11535663,223917,2156,195091,12344711,11759580,1.9041241268
573,2021-08-16,1554,11,27118,1095,595225,11552073,225471,2167,196186,12372769,11777544,1.9144144144
574,2021-08-17,1372,6,27459,1025,320680,11857446,226843,2173,197211,12404969,12084289,1.8771729143
575,2021-08-18,1803,5,26904,2353,634727,11598303,228646,2178,199564,12461676,11826949,1.9332627544
576,2021-08-19,2152,13,27394,1649,652740,11635157,230798,2191,201213,12518695,11865955,1.9450436142
577,2021-08-20,2140,6,27987,1541,659590,11674562,232938,2197,202754,12567090,11907500,1.9562292672
578,2021-08-21,1787,5,28025,1744,667998,11729868,234725,2202,204498,12632591,11964593,1.9618302101
579,2021-08-22,1626,13,27879,1759,678447,11749534,236351,2215,206257,12664332,11985885,1.9719111271
580,2021-08-23,1417,7,27962,1327,689243,11767007,237768,2222,207584,12694018,12004775,1.9806118815
581,2021-08-24,1507,6,27873,1590,688192,11822284,239275,2228,209174,12749751,12061559,1.9837816985
582,2021-08-25,2154,9,28038,1980,697586,11867593,241429,2237,211154,12806608,12109022,1.9937943791
583,2021-08-26,1882,20,28194,1706,710599,11912887,243311,2257,212860,12866797,12156198,2.0015386389
584,2021-08-27,1837,8,28224,1799,718479,11964162,245148,2265,214659,12927789,12209310,2.007877595
585,2021-08-28,1791,11,27689,2315,743177,11993370,246939,2276,216974,12983486,12240309,2.0174245601
586,2021-08-29,1619,3,27566,1739,762594,12004769,248558,2279,218713,13015921,12253327,2.0284939755
587,2021-08-30,1485,5,27413,1633,766807,12032828,250043,2284,220346,13049678,12282871,2.0357048445
588,2021-08-31,1370,1,27440,1342,751241,12092057,251413,2285,221688,13094711,12343470,2.0368097463
589,2021-09-01,2024,7,26840,2617,780979,12117724,253437,2292,224305,13152140,12371161,2.0486112823
590,2021-09-02,1960,11,26888,1901,819939,12148175,255397,2303,226206,13223511,12403572,2.0590600836
591,2021-09-03,1708,5,26194,2397,825198,12204374,257105,2308,228603,13286677,12461479,2.0631981163
592,2021-09-04,1803,7,26203,1787,850535,12240913,258908,2315,230390,13350356,12499821,2.0712936609
593,2021-09-05,1490,6,25760,1927,874694,12247641,260398,2321,232317,13382733,12508039,2.0818451237
594,2021-09-06,1375,6,25768,1361,891318,12263652,261773,2327,233678,13416743,12525425,2.0899330761
595,2021-09-07,1597,3,25831,1531,886983,12318059,263370,2330,235209,13468412,12581429,2.0933234213
596,2021-09-08,2047,4,25813,2061,898494,12355753,265417,2334,237270,13519664,12621170,2.1029508357
597,2021-09-09,2049,9,26222,1631,897924,12403479,267466,2343,238901,13568869,12670945,2.1108607132
598,2021-09-10,1893,5,26295,1815,888674,12457022,269359,2348,240716,13615055,12726381,2.1165404367
599,2021-09-11,1864,10,25921,2228,895077,12499160,271223,2358,242944,13665460,12770383,2.1238438972
600,2021-09-12,1755,1,26174,1501,910419,12520776,272978,2359,244445,13704173,12793754,2.133681795
601,2021-09-13,1433,1,26560,1046,925739,12535590,274411,2360,245491,13735740,12810001,2.1421622059
602,2021-09-14,1508,7,25905,2156,914400,12599920,275919,2367,247647,13790239,12875839,2.1429205506
603,2021-09-15,2065,13,25784,2173,914120,12646983,277984,2380,249820,13839087,12924967,2.1507521063
604,2021-09-16,1942,6,25512,2208,920101,12690472,279926,2386,252028,13890499,12970398,2.1581912906
605,2021-09-17,2008,3,25467,2050,921233,12735788,281934,2389,254078,13938955,13017722,2.1657706317
606,2021-09-18,2087,5,25615,1934,917857,12784737,284021,2394,256012,13986615,13068758,2.1732822659
607,2021-09-19,1909,9,26080,1435,932234,12802334,285930,2403,257447,14020498,13088264,2.1846289164
608,2021-09-20,1604,6,26117,1561,953532,12809908,287534,2409,259008,14050974,13097442,2.1953447092
609,2021-09-21,1729,4,26762,1080,965875,12826146,289263,2413,260088,14081284,13115409,2.2055202395
610,2021-09-22,1720,6,26754,1722,997996,12823456,290983,2419,261810,14112435,13114439,2.2187986844
611,2021-09-23,1715,8,27431,1030,1034720,12823651,292698,2427,262840,14151069,13116349,2.2315508683
612,2021-09-24,2429,7,28203,1650,1030500,12896055,295127,2434,264490,14221682,13191182,2.2373051937
613,2021-09-25,3270,7,29545,1921,1056223,12930717,298397,2441,266411,14285337,13229114,2.2556083498
614,2021-09-26,2768,9,30575,1729,1096862,12927905,301165,2450,268140,14325932,13229070,2.2765394695
615,2021-09-27,2381,6,31958,992,1120111,12942271,303546,2456,269132,14365928,13245817,2.2916366729
616,2021-09-28,2288,8,32442,1796,1135394,12984337,305834,2464,270928,14425565,13290171,2.3012044013
617,2021-09-29,2881,10,33517,1796,1137617,13038919,308715,2474,272724,14485251,13347634,2.3128818186
618,2021-09-30,2561,7,34590,1481,1149658,13083312,311276,2481,274205,14544246,13394588,2.3238937994
619,2021-10-01,2484,16,35687,1371,1169025,13113426,313760,2497,275576,14596211,13427186,2.3367517214
620,2021-10-02,2247,7,36411,1516,1179529,13149149,316007,2504,277092,14644685,13465156,2.3468498991
621,2021-10-03,2085,3,36738,1755,1202878,13154145,318092,2507,278847,14675115,13472237,2.3610926678
622,2021-10-04,1670,6,34580,3822,1216193,13165256,319762,2513,282669,14701211,13485018,2.3712389557
623,2021-10-05,1574,11,34615,1528,1228509,13181782,321336,2524,284197,14731627,13503118,2.3797170401
